,종목 코드,상승 확률,하락 확률,변동 없는 확률,상승 확률 높은 순위
55,002380,0.4879032258064516,0.4637096774193548,0.04838709677419355,425.0
2367,041440,0.4879032258064516,0.4717741935483871,0.04032258064516129,425.0
359,005360,0.4879032258064516,0.4798387096774194,0.03225806451612903,425.0
2218,037070,0.4879032258064516,0.4596774193548387,0.05241935483870968,425.0
141,017670,0.4879032258064516,0.45161290322580644,0.06048387096774194,425.0
1607,347860,0.48466257668711654,0.49079754601226994,0.024539877300613498,464.0
1132,005710,0.4838709677419355,0.45161290322580644,0.06451612903225806,503.0
1170,060380,0.4838709677419355,0.4798387096774194,0.036290322580645164,503.0
164,012320,0.4838709677419355,0.4314516129032258,0.0846774193548387,503.0
2190,045340,0.4838709677419355,0.47580645161290325,0.04032258064516129,503.0
